1.804191918516724172e+03 1.810548243279699818e+03 9.488332297990609732e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
9.262330390915999487e+02 6.034388427745400804e+03 1.641570171829377068e+04
2.325344548673399913e+03 4.594050433578300726e+03 6.725747830605950730e+04
1.640036749020999878e+02 3.066895796131000225e+02 5.029839143204973880e+03
2.104766874270000443e+01 5.654637960956999905e+02 3.445156898874247418e+02
5.316747247430001266e+01 3.331529093986999328e+02 9.846561691500849065e+02
8.703122590111998989e+02 3.032422021927399783e+03 1.926675642439018702e+04
1.309554112454000006e+02 3.176123691950000421e+02 3.466267143147787920e+03
2.104766874270000443e+01 5.654637960956999905e+02 3.445156898874247418e+02
5.316747247430001266e+01 3.331529093986999328e+02 9.846561691500849065e+02
8.703122590111998989e+02 3.032422021927399783e+03 1.926675642439018702e+04
1.309554112454000006e+02 3.176123691950000421e+02 3.466267143147787920e+03
2.104766874270000443e+01 5.654637960956999905e+02 3.445156898874247418e+02
5.316747247430001266e+01 3.331529093986999328e+02 9.846561691500849065e+02
8.703122590111998989e+02 3.032422021927399783e+03 1.926675642439018702e+04
1.309554112454000006e+02 3.176123691950000421e+02 3.466267143147787920e+03
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
1.638696181378009442e+03 2.620035543035209685e+03 1.331058292814276319e+04
1.565867982524627769e+04 2.032307061830829116e+04 2.130033923456084740e+05
1.370356744869999943e+01 1.673239263900000040e+01 2.292934711066678801e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
3.408278285249999762e+00 9.847873761129999792e+00 3.356429429594262359e+01
6.841182858699999869e+00 1.972037381045999993e+01 6.745535376871907829e+01
3.437829831079999288e+00 9.877425306959999318e+00 3.395690737453160324e+01
3.452605603990000382e+00 9.892201079870000413e+00 3.415386888415509503e+01
1.449225045704281547e+04 2.599336797696450230e+04 2.224361062392283347e+05
1.252000491491999767e+01 1.895960039079999859e+01 2.373742900777350826e+02
2.506463611803999925e+01 3.794382706980000108e+01 4.755241213442676553e+02
1.254955646071999809e+01 1.898915193659999900e+01 2.383054343695521879e+02
2.164650731744999490e+01 8.604246207624998988e+01 1.862538797929265399e+02
6.552710518853797339e+02 2.155696797765421252e+03 6.088084104513942293e+03
6.791930282320000956e+00 1.967112123408000102e+01 6.680245412754939593e+01
